timestamp,force
1761356225.4286306,26.60487625939053
1761356226.327819,49.40368336370728
1761356227.23712,411.5383486642204
1761356228.1413813,26.79756030767269
1761356229.054997,27.544210022911077
1761356229.9545708,23.26256168795769
1761356230.8672118,39.37311483134265
1761356231.7663739,26.4013968712534
1761356232.6725726,485.6761084363311
1761356233.583839,33.286764028610804
1761356234.4913979,22.78766630305162
1761356235.3948376,36.42805718870274
1761356236.3028522,34.31305827887917
1761356237.2030315,749.2482007949804
1761356238.1125488,37.11667626729896
1761356239.0224752,8.188144636905514
1761356239.9299235,20.040006193610182
1761356240.8314974,10.753079260617078
1761356241.7411635,25.952953609079263
1761356242.6439855,266.0377275465263
1761356243.5512614,44.530758616764835
1761356244.4519215,19.250312896660112
1761356245.3620245,23.7933824271206
1761356246.2683628,47.21367584530286
1761356247.1768396,417.6019652462196
1761356248.087973,19.22790688167337
1761356248.993404,39.622744081010275
1761356249.900799,10.259012135196432
1761356250.8016348,5.944079225251983
1761356251.7164614,12.418348366777561
1761356252.6152396,559.1689751854199
1761356253.5208912,7.948385320074172
