timestamp,force
1761361071.6325474,5.254375986914438
1761361071.959944,24.89341243013628
1761361072.4641354,489.12783918697306
1761361072.5566044,784.3167146263723
1761361072.9623566,347.446738411022
1761361073.441407,49.16379323007139
1761361073.5234606,48.12972027992474
1761361073.9584515,13.7846889947078
1761361074.347,8.043876812948888
1761361074.459061,47.069761355970485
1761361074.953291,19.953148351591373
1761361075.25463,20.199743052163015
1761361075.4558418,36.11346376359235
1761361075.959237,46.9930145762668
1761361076.1589098,7.7255886448806805
1761361076.4533033,35.00942026117589
1761361076.957336,10.188626601249123
1761361077.0701926,600.5338479141213
1761361077.4622376,464.12241663298727
1761361077.9575315,637.7563166219624
1761361078.0538008,49.58851809714333
1761361078.4516594,11.406079083451242
1761361078.890017,30.976034243259093
1761361078.9616978,15.063297946558073
1761361079.4613955,23.33029970631536
1761361079.8003595,18.208478180983093
1761361079.9587204,38.3893671795765
1761361080.4642537,43.38027104006469
1761361080.70335,46.082446750904595
1761361080.9636984,25.229231518389813
1761361081.4648306,34.432648966493105
1761361081.6099243,32.43596110137659
1761361081.957909,24.069101769353285
1761361082.4615138,376.5787064480659
1761361082.553794,477.8651986729307
1761361082.9531786,667.8100162393197
1761361083.422729,18.052138463273963
1761361083.4914336,20.222129721686375
1761361083.963066,42.98902982903273
1761361084.3341954,11.73959282597891
1761361084.4582572,30.826625398963643
1761361084.9608386,7.795120402672163
1761361085.2424083,48.157789384066504
1761361085.4517858,41.34905512281992
1761361085.9634466,32.47853192642461
1761361086.143731,20.670819156755947
1761361086.463161,5.057814643221744
1761361086.962608,11.320035372899856
1761361087.0551052,377.59972913371666
1761361087.4627128,669.1569051777293
1761361087.9610665,379.9727846673785
1761361088.022818,24.499241090125636
1761361088.4679825,31.302350607460518
1761361088.8611326,23.033241383902414
1761361088.9533358,8.438692320345783
1761361089.4525383,16.829538643880618
1761361089.7662156,30.873645429981476
1761361089.962013,5.525268444909793
1761361090.4662898,16.63688757914298
1761361090.6727126,15.186751875232758
1761361090.966779,42.36542186763698
