index,force,timestamp,date
0,0.10479140281677246,1762716344361,2025-11-09T13:25:44.361000
1,0.11958936452865598,1762716344361,2025-11-09T13:25:44.361000
2,0.10435187816619873,1762716344480,2025-11-09T13:25:44.480000
3,0.11993262767791746,1762716344480,2025-11-09T13:25:44.480000
4,0.10514724254608154,1762716344630,2025-11-09T13:25:44.630000
5,0.11946300268173216,1762716344630,2025-11-09T13:25:44.630000
6,0.1074976921081543,1762716344721,2025-11-09T13:25:44.721000
7,0.11994615793228147,1762716344721,2025-11-09T13:25:44.721000
8,0.1085214614868164,1762716344840,2025-11-09T13:25:44.840000
9,0.12002739906311033,1762716344840,2025-11-09T13:25:44.840000
10,0.10935699939727783,1762716344960,2025-11-09T13:25:44.960000
11,0.12040034532546995,1762716344960,2025-11-09T13:25:44.960000
12,0.10797429084777832,1762716345080,2025-11-09T13:25:45.080000
13,0.11936477422714231,1762716345080,2025-11-09T13:25:45.080000
14,0.10677266120910645,1762716345200,2025-11-09T13:25:45.200000
15,0.1196983218193054,1762716345200,2025-11-09T13:25:45.200000
16,0.10621976852416992,1762716345321,2025-11-09T13:25:45.321000
17,0.11917135715484617,1762716345321,2025-11-09T13:25:45.321000
18,0.10374999046325684,1762716345440,2025-11-09T13:25:45.440000
19,0.11905179023742674,1762716345440,2025-11-09T13:25:45.440000
20,0.10502195358276367,1762716345569,2025-11-09T13:25:45.569000
21,0.12034682035446165,1762716345569,2025-11-09T13:25:45.569000
22,0.10394728183746338,1762716345680,2025-11-09T13:25:45.680000
23,0.11933604478836057,1762716345680,2025-11-09T13:25:45.680000
24,0.10253322124481201,1762716345815,2025-11-09T13:25:45.815000
25,0.11904273033142088,1762716345815,2025-11-09T13:25:45.815000
26,0.10423624515533447,1762716345981,2025-11-09T13:25:45.981000
27,0.11979500055313108,1762716345981,2025-11-09T13:25:45.981000
28,0.10369527339935303,1762716346100,2025-11-09T13:25:46.100000
29,0.12016437053680418,1762716346100,2025-11-09T13:25:46.100000
30,0.1040123701095581,1762716346229,2025-11-09T13:25:46.229000
31,0.12092921733856199,1762716346229,2025-11-09T13:25:46.229000
32,0.10278725624084473,1762716346341,2025-11-09T13:25:46.341000
33,0.12051991224288938,1762716346341,2025-11-09T13:25:46.341000
34,0.10368859767913818,1762716346461,2025-11-09T13:25:46.461000
35,0.11991426944732664,1762716346461,2025-11-09T13:25:46.461000
36,0.10407102108001709,1762716346582,2025-11-09T13:25:46.582000
37,0.12172249555587766,1762716346582,2025-11-09T13:25:46.582000
38,0.10848736763000488,1762716346761,2025-11-09T13:25:46.761000
39,0.12188307046890257,1762716346761,2025-11-09T13:25:46.761000
40,0.10850811004638672,1762716346881,2025-11-09T13:25:46.881000
41,0.12213871479034422,1762716346881,2025-11-09T13:25:46.881000
